# log10(T[K])  Vol_PDF  Mass_PDF  Diff_emm  Den_pdf
5.810855865478515625e+00 2.440050553636864183e+00 1.613845335691093341e+00 2.920508431631589907e-01 6.533340099024904923e-02
5.816875457763671875e+00 2.381186973085218206e+00 1.603880498767089380e+00 4.269044134834986681e-01 7.350085431007576109e-02
5.822894573211669922e+00 2.337696808466786180e+00 1.611597716147807891e+00 3.094056372590484605e-01 7.033539380941644659e-02
5.828913688659667969e+00 2.322324106163233370e+00 1.595538777043826073e+00 3.170492090148260278e-01 7.028717942051847245e-02
5.834933280944824219e+00 2.300803590660632558e+00 1.604329377875509222e+00 3.032292411966419632e-01 7.035768225273751619e-02
5.840952873229980469e+00 2.205316564454939510e+00 1.555813640494466465e+00 3.706273650377639450e-01 7.265910837634735608e-02
5.846971988677978516e+00 2.245383120114084363e+00 1.572056505089894918e+00 3.007174081136307908e-01 6.894885547286896954e-02
5.852991104125976562e+00 2.126330881113499327e+00 1.547024553839186689e+00 3.254441708838050062e-01 7.074407647299460478e-02
5.859010696411132812e+00 2.082432708691266399e+00 1.528635008511722626e+00 3.077830325156986624e-01 7.050498575205017826e-02
5.865030288696289062e+00 2.015860333936601467e+00 1.504803729888071651e+00 3.079928044469136816e-01 7.239824633438288193e-02
5.871049404144287109e+00 1.970929746921775694e+00 1.491276890657957876e+00 3.593982984381857149e-01 7.315279275600490572e-02
5.877068519592285156e+00 1.930207876678500245e+00 1.487448445544522269e+00 3.002118861345220990e-01 6.980391149685311047e-02
5.883088111877441406e+00 1.917407844971083852e+00 1.483802724890225466e+00 3.179812737423745594e-01 7.018628843243636395e-02
5.889107704162597656e+00 1.881612965765540268e+00 1.469414228753102458e+00 3.421616985047281068e-01 7.365983690810935791e-02
5.895126819610595703e+00 1.805274441942657848e+00 1.440794268557932245e+00 3.577131375715429384e-01 7.487309628773299031e-02
5.901145935058593750e+00 1.774477843700883906e+00 1.441935967253463735e+00 3.681032058376381699e-01 7.651519701409029151e-02
5.907165527343750000e+00 1.725599162075921456e+00 1.435853724988341629e+00 3.575731107228319328e-01 7.472636730014038664e-02
5.913185119628906250e+00 1.666645168946699451e+00 1.387768419664378472e+00 2.930242695686680610e-01 6.928460316492714155e-02
5.919204235076904297e+00 1.669517859929409154e+00 1.400214540124286033e+00 2.946406195901307146e-01 7.177790133887300417e-02
5.925223350524902344e+00 1.523772335869047367e+00 1.321818095434491802e+00 2.871478853220625904e-01 6.820141261209061723e-02
5.931242942810058594e+00 1.529218801251572613e+00 1.338536134006205858e+00 3.301746010891501437e-01 7.376212119199958284e-02
5.937262535095214844e+00 1.481045614745476691e+00 1.312685582443266608e+00 3.291968166694157483e-01 7.268892659093542652e-02
5.943281650543212891e+00 1.396693755005471660e+00 1.272951175627633491e+00 3.401663618753133500e-01 7.506671979447476772e-02
5.949300765991210938e+00 1.372953248345541999e+00 1.259151594807321750e+00 3.101265229519311051e-01 7.146901100378998117e-02
5.955320358276367188e+00 1.328028985497848424e+00 1.212258113416786687e+00 2.712853622391525055e-01 6.530294534054406630e-02
5.961339950561523438e+00 1.267182178806657733e+00 1.176255024696976959e+00 2.653636320169494023e-01 6.365899577218361860e-02
5.967359066009521484e+00 1.187320829203431627e+00 1.145090131063686956e+00 3.299076322330863897e-01 6.994791829695332086e-02
5.973378181457519531e+00 1.159184363353112257e+00 1.124556087126731940e+00 2.692239939598823906e-01 6.484065759990897959e-02
5.979397773742675781e+00 1.104727466790830004e+00 1.089746003276644171e+00 2.870172434084416468e-01 6.496959144352666693e-02
5.985417366027832031e+00 1.088152826746525470e+00 1.085822294806300548e+00 2.645916146474956432e-01 6.316018868698561328e-02
5.991436481475830078e+00 1.004293997972824926e+00 1.025109651886994433e+00 2.762620974659096840e-01 6.375519770964178934e-02
5.997456073760986328e+00 9.474735671490667199e-01 9.885110549572746486e-01 2.897080184709216466e-01 6.206997856409045278e-02
6.003475189208984375e+00 9.333731828814758602e-01 9.837797560124118545e-01 2.579942306380097472e-01 6.108294230116284584e-02
6.009494781494140625e+00 8.798180487149664941e-01 9.423272703965884789e-01 2.819402891307059567e-01 6.011891064862773248e-02
6.015514373779296875e+00 8.431749481425990789e-01 9.038120724789938665e-01 2.324657230938515229e-01 5.559939418431315838e-02
6.021533489227294922e+00 8.070651771930895668e-01 8.991608342480578164e-01 2.372756489828211912e-01 5.727066433979789706e-02
6.027552604675292969e+00 7.413707357483857452e-01 8.369152585397169331e-01 2.463651714392093017e-01 5.615064267515413460e-02
6.033572196960449219e+00 7.034144643475467307e-01 8.129300222693235378e-01 2.323427625505297134e-01 5.729081794979561104e-02
6.039591789245605469e+00 6.741920298689879631e-01 7.866995041496818164e-01 2.122945208288868901e-01 5.222730472489594405e-02
6.045610904693603516e+00 6.560720613503947529e-01 7.800876469793904811e-01 2.202648953200150028e-01 5.367080001612664630e-02
6.051630020141601562e+00 6.063894167929761991e-01 7.225734386139681664e-01 2.024709057599301254e-01 4.852313097831304628e-02
6.057649612426757812e+00 5.488101582712917592e-01 6.885768271695079656e-01 2.185674709095719870e-01 5.112726688936120034e-02
6.063669204711914062e+00 5.146615285535793838e-01 6.577595615048819067e-01 2.286097457992621318e-01 5.115245504552914241e-02
6.069688320159912109e+00 4.979338504696942946e-01 6.301333439041063578e-01 2.173683799717056331e-01 4.884204859472374843e-02
6.075707435607910156e+00 4.460113932920375945e-01 5.733856753734902778e-01 1.982370816809187752e-01 4.522549564853344667e-02
6.081727027893066406e+00 4.212356571345396428e-01 5.574652883256594471e-01 1.898497208988296769e-01 4.247752288894782180e-02
6.087746620178222656e+00 3.938814657174083966e-01 5.253381827769045831e-01 1.721441686096966128e-01 4.130948330299780147e-02
6.093765735626220703e+00 3.767999929640896140e-01 5.087586181615639802e-01 1.763279722050908882e-01 4.152806719332718943e-02
6.099784851074218750e+00 3.391688572033788596e-01 4.731635965948259304e-01 1.826313669130375239e-01 4.028516201484997478e-02
6.105804443359375000e+00 2.997525270403664788e-01 4.279133145702296859e-01 1.797471902896930762e-01 3.873756584090477101e-02
6.111824035644531250e+00 2.957631473343675932e-01 4.221584315489194661e-01 1.531153974325280553e-01 3.615862014678480896e-02
6.117843151092529297e+00 2.850693918983153718e-01 4.072167961235431677e-01 1.707683920401666666e-01 3.877085814222750587e-02
6.123862266540527344e+00 2.616195313107842479e-01 3.912831153703550946e-01 1.891356130486282205e-01 3.911196837725396808e-02
6.129881858825683594e+00 2.343217865925935062e-01 3.504636849229106899e-01 1.498899604281811182e-01 3.475359799685455442e-02
6.135901451110839844e+00 2.271098553832835432e-01 3.480155368546457573e-01 1.471127718551470676e-01 3.392153585613819772e-02
6.141920566558837891e+00 2.113486033873438752e-01 3.339153122275311247e-01 1.543182140516608791e-01 3.664657820744050831e-02
6.147939682006835938e+00 1.941119812697126856e-01 3.049096001994771599e-01 1.257204584195215913e-01 3.013151477114687712e-02
6.153959274291992188e+00 1.821437821379373045e-01 3.011381637342495088e-01 1.230805328190110043e-01 3.024610308363661487e-02
6.159978866577148438e+00 1.716679708040642627e-01 2.856200441078431407e-01 1.320139755879817800e-01 3.136925469063858718e-02
6.165997982025146484e+00 1.751156212896821107e-01 2.891522557658565140e-01 1.198508395992749637e-01 3.032742913473521207e-02
6.172017097473144531e+00 1.508752348550552458e-01 2.569923634173730820e-01 1.108535802551425392e-01 2.861619515292417038e-02
6.178036689758300781e+00 1.334947579539294826e-01 2.458782336328641238e-01 1.216522441042763858e-01 2.992529704486852210e-02
6.184056282043457031e+00 1.274417817751347937e-01 2.401308076499602262e-01 1.178845102322307048e-01 2.838541248792647576e-02
6.190075397491455078e+00 1.129284220074012468e-01 2.210353320816397238e-01 9.560159382465606426e-02 2.593426205380744767e-02
6.196094512939453125e+00 9.816646007210674818e-02 2.088280326197826664e-01 1.065490075479961218e-01 2.620036316897096304e-02
6.202114105224609375e+00 1.026935102489648088e-01 2.022453964516701952e-01 8.174759980537903148e-02 2.422865590287213988e-02
6.208133697509765625e+00 9.061244415757281623e-02 2.046361559998713386e-01 1.226438043131607009e-01 3.013340493386271884e-02
6.214152812957763672e+00 8.404450617524947265e-02 1.859159954340011134e-01 7.876631898708900958e-02 2.381961661528028684e-02
6.220171928405761719e+00 8.076932535993724960e-02 1.822225581396969829e-01 8.450260638568922456e-02 2.378637727658219209e-02
6.226191520690917969e+00 7.392981580056556812e-02 1.696748995602563315e-01 7.191162104258275178e-02 2.208452756743872064e-02
6.232211112976074219e+00 6.905328967688714736e-02 1.691978278571735494e-01 7.955056698390906844e-02 2.432747471221605867e-02
6.238230228424072266e+00 6.616803053769369780e-02 1.709714229483003667e-01 7.504976022916594325e-02 2.366443642971488223e-02
6.244249343872070312e+00 6.049244147155291573e-02 1.523863937145870373e-01 1.124455600726097931e-01 2.564525600398470662e-02
6.250268936157226562e+00 5.495864107744363736e-02 1.494704880425316851e-01 7.637191342038397723e-02 2.339765734252955212e-02
6.256288528442382812e+00 5.841892954341910971e-02 1.513746716387232016e-01 7.287473663435985183e-02 2.142033426786326203e-02
6.262307643890380859e+00 5.561021020166188183e-02 1.473695103338969470e-01 7.455921088201186708e-02 2.245787531442239998e-02
6.268326759338378906e+00 5.478523135117494003e-02 1.450534572335822892e-01 6.263179220820128124e-02 2.057632275049963225e-02
6.274346351623535156e+00 5.155335122315543583e-02 1.405636489137456202e-01 5.277638100040520780e-02 1.975894166378983421e-02
6.280365943908691406e+00 5.214585566660611543e-02 1.390112846020719883e-01 7.424109502871548139e-02 2.259493328550965172e-02
6.286385059356689453e+00 4.754410018556658873e-02 1.256164669160349245e-01 6.409097665804516786e-02 2.190756816484956335e-02
6.292404174804687500e+00 4.741851732237083172e-02 1.331606766383406082e-01 5.669271182793299280e-02 2.044563872846303504e-02
6.298423767089843750e+00 4.361652762100418079e-02 1.218607095753442837e-01 7.072009373020077261e-02 2.209149515417990761e-02
6.304443359375000000e+00 4.292774674012870412e-02 1.162115967587468573e-01 4.575986230969589230e-02 1.823743899690063661e-02
6.310462474822998047e+00 3.995584256160525372e-02 1.173473659209419429e-01 4.620379970780428419e-02 1.924052807535767823e-02
6.316481590270996094e+00 3.770405926080784564e-02 1.074590695920431827e-01 4.803251303733545308e-02 1.833074741801553678e-02
6.322501182556152344e+00 3.689111503469896802e-02 1.061531099840956616e-01 3.867271894381148906e-02 1.717088714299156577e-02
6.328520774841308594e+00 3.222196226714485467e-02 1.009710294178510215e-01 4.606051330088023477e-02 1.855028815069875367e-02
6.334540367126464844e+00 3.269580969770724543e-02 9.809997479379231611e-02 3.713512361785806931e-02 1.610883502930652439e-02
6.340559482574462891e+00 3.623515430008444199e-02 1.014774495740133065e-01 7.301498777178026811e-02 1.880106904504334417e-02
6.346578598022460938e+00 3.570796753172354732e-02 1.054976478792403749e-01 7.431981837397261259e-02 2.063446565732257945e-02
6.352598190307617188e+00 3.002603535565856463e-02 8.849422186695903025e-02 3.952559939925984894e-02 1.669549828027607971e-02
6.358617782592773438e+00 2.910042845736479991e-02 9.198795395926265273e-02 4.119599907930557303e-02 1.720404068382811943e-02
6.364636898040771484e+00 2.644193903939344101e-02 8.431700336010976293e-02 2.930921312646886032e-02 1.469122437742147007e-02
6.370656013488769531e+00 2.694979261089890804e-02 8.101741297771448969e-02 2.648798895241090759e-02 1.415469732427318897e-02
6.376675605773925781e+00 2.556089707517981632e-02 7.575001029465436297e-02 3.456479345693469485e-02 1.562080882249771568e-02
6.382695198059082031e+00 2.454213974119191441e-02 7.590974185750160030e-02 2.199655015568229011e-02 1.241872079615444734e-02
6.388714313507080078e+00 2.441429651333176451e-02 7.790846459057330919e-02 4.593814712805275452e-02 1.582021172128693712e-02
6.394733428955078125e+00 2.348004053196114937e-02 7.814328806883291678e-02 3.069291026396612707e-02 1.428056126815790798e-02
6.400753021240234375e+00 2.610346930955004599e-02 7.909383445442587368e-02 3.394633345726320861e-02 1.542149895543588889e-02
6.406772613525390625e+00 2.099583052752133222e-02 7.009105882874958060e-02 2.936825611242940143e-02 1.459588382740565314e-02
6.412791728973388672e+00 2.148040331443134415e-02 7.004106381921451630e-02 2.221993919932586242e-02 1.229277014918905148e-02
6.418810844421386719e+00 2.068823146460469983e-02 6.684545729400465097e-02 2.200849933626881222e-02 1.196293613218508793e-02
6.424830436706542969e+00 1.901144907999142639e-02 6.347483227797590111e-02 2.094962306321983964e-02 1.186267223242685846e-02
6.430850028991699219e+00 1.786908111298892571e-02 6.224310349134881681e-02 2.609251625665430854e-02 1.231446151004768341e-02
6.436869144439697266e+00 1.630158711424787091e-02 5.758047108882081294e-02 2.549389596724420740e-02 1.354111883143741674e-02
6.442888259887695312e+00 1.804462596746401332e-02 5.762343490187509659e-02 1.655189677121812752e-02 9.900265871623516525e-03
6.448907852172851562e+00 1.639880285154378739e-02 6.148339674390528725e-02 1.906121024463261482e-02 1.167443395699277811e-02
6.454927444458007812e+00 1.744244080054017931e-02 5.763739200011747110e-02 1.758062946755220915e-02 1.075951702991672504e-02
6.460946559906005859e+00 1.586062680676719044e-02 5.657512075424634551e-02 1.784570929143689325e-02 1.121598829361209262e-02
6.466965675354003906e+00 1.350036407681342449e-02 4.994754198007696211e-02 1.472637523744507737e-02 9.978923083293346832e-03
6.472985267639160156e+00 1.362934261012274488e-02 4.976060633498607944e-02 1.991375659604945406e-02 1.115366682907109261e-02
6.479004859924316406e+00 1.473811535393390083e-02 5.466880678939468191e-02 5.404537856567882131e-02 1.596873283898805548e-02
6.485023975372314453e+00 1.217701144026278257e-02 4.547212805076153441e-02 1.496872102452220278e-02 8.666817770593649925e-03
6.491043090820312500e+00 1.391967239002866834e-02 4.963220943375228067e-02 1.538792340682507663e-02 1.000286677662553560e-02
6.497062683105468750e+00 1.157063464470212653e-02 4.213315211029796531e-02 1.227248037650290752e-02 8.419046534237055110e-03
6.503082275390625000e+00 1.118901641975479991e-02 4.260363359434853753e-02 1.726599846419921841e-02 1.007637419264037493e-02
6.509101390838623047e+00 1.057529091866916265e-02 4.247057076743857018e-02 3.996372186010856836e-02 1.337047987383660659e-02
6.515120506286621094e+00 1.140193217586320078e-02 4.336328316737800975e-02 1.136661926595773989e-02 7.778679010692098397e-03
6.521140098571777344e+00 1.031413184085802799e-02 4.074928256448932112e-02 1.136674632892099683e-02 7.782210085373792580e-03
6.527159690856933594e+00 1.057659175738090603e-02 4.191244147032681389e-02 1.566642849615843686e-02 9.043920960925778615e-03
6.533178806304931641e+00 9.458232792230545499e-03 3.840915349854868988e-02 4.713376553661657864e-02 1.659492771869133451e-02
6.539197921752929688e+00 8.987018833128435427e-03 3.610476882957833894e-02 8.887036102132511717e-03 7.694139116442051327e-03
6.545217514038085938e+00 9.638738052902977999e-03 3.829876568279740046e-02 8.817321970576634180e-03 7.226681734117878023e-03
6.551237106323242188e+00 9.640717830491410054e-03 3.596101879774922516e-02 7.655964419379482876e-03 6.357466399170410253e-03
6.557256221771240234e+00 8.572079407966290768e-03 3.662584466360815916e-02 1.208184360546833529e-02 7.711212188151565783e-03
6.563275337219238281e+00 9.570184567140323229e-03 3.844908560398943576e-02 1.121245109362964919e-02 8.430301997256662086e-03
6.569294929504394531e+00 9.084334816370356197e-03 3.680790574304193541e-02 1.005053536689168130e-02 6.560691263665372093e-03
6.575314521789550781e+00 7.435300408237190302e-03 3.230947884659091801e-02 8.068832622363615245e-03 6.981977058229966310e-03
6.581333637237548828e+00 8.647738664720903620e-03 3.644021083096537356e-02 9.143295776340982020e-03 7.736150403567817850e-03
6.587352752685546875e+00 7.250222256221905415e-03 2.928422219878063643e-02 6.340918867917108917e-03 6.032284552060524635e-03
6.593372344970703125e+00 7.120583923938899988e-03 3.084904313651738034e-02 7.629805986464829881e-03 5.886198182969667667e-03
6.599391937255859375e+00 7.567995546911922104e-03 3.160317663504362551e-02 3.708434768845455393e-02 1.276794957734934781e-02
6.605411052703857422e+00 9.026587034363119100e-03 3.392740109117323849e-02 9.308555907044206712e-03 6.786657984896902508e-03
6.611430168151855469e+00 7.256114625480128769e-03 2.909378622053015312e-02 5.945992632264798447e-03 5.583059960591138342e-03
6.617449760437011719e+00 7.089343577269207816e-03 2.928437056210569239e-02 6.192687629468690384e-03 5.538013886110671434e-03
6.623469352722167969e+00 7.305664699191503214e-03 2.677757311218641190e-02 1.850517062738347984e-02 8.028599981253901896e-03
6.629488468170166016e+00 8.038686700263013990e-03 3.170922784791866539e-02 9.376460732359093164e-03 7.179199646164107287e-03
6.635507583618164062e+00 7.095852976044128048e-03 2.817754125149947095e-02 5.983009674063644381e-03 5.289259629745571810e-03
6.641527175903320312e+00 7.103904941979416639e-03 2.964933200872139560e-02 7.937311967289542580e-03 6.484364443812558158e-03
6.647546768188476562e+00 6.782755702824738199e-03 2.422931032012343514e-02 4.352435753996690589e-03 4.035241540802738704e-03
6.653565883636474609e+00 6.249979689650944983e-03 2.462511457814490698e-02 7.193137022291113888e-03 6.215091861512714311e-03
6.659584999084472656e+00 6.118985616758697461e-03 2.320634562890426175e-02 1.366263261704409211e-02 7.075668245456147830e-03
6.665604591369628906e+00 6.454413014593764555e-03 2.448086904336408895e-02 1.447294051823982790e-02 8.089584464482338366e-03
6.671624183654785156e+00 6.550059996406460382e-03 2.389797058293051044e-02 1.162336261276795783e-02 7.228825544186875604e-03
6.677643775939941406e+00 5.647380445992774417e-03 1.911991784398771321e-02 2.910008679138923870e-03 3.110693666841286929e-03
6.683662891387939453e+00 5.806559696435201375e-03 2.168660985114672854e-02 4.923940902698716038e-03 4.382953176541176839e-03
6.689682006835937500e+00 6.117372805378842870e-03 2.315675854080459853e-02 4.101959551615031938e-03 3.939351692800876353e-03
6.695701599121093750e+00 6.336614408994066874e-03 2.128329796047499431e-02 3.743330988532393971e-03 3.685058944100690591e-03
6.701721191406250000e+00 6.227635338627821558e-03 2.159537668810758079e-02 4.528720107670738612e-03 3.727759973909243810e-03
6.707740306854248047e+00 5.945328690890084450e-03 2.273652611290569170e-02 9.405273827168963985e-03 5.429616010374120789e-03
6.713759422302246094e+00 6.008858429798010284e-03 2.074369005180110026e-02 3.344957610165850536e-03 3.294595848564363730e-03
6.719779014587402344e+00 5.471476829902776132e-03 1.919430131607078108e-02 2.851254687212436897e-02 8.101472939962033742e-03
6.725798606872558594e+00 4.798593462040660375e-03 1.711676787611770764e-02 4.486052920014135977e-03 2.969017769158044991e-03
6.731817722320556641e+00 4.913198763665016337e-03 1.705065223359585394e-02 2.606271769834761758e-03 2.819349144575653606e-03
6.737836837768554688e+00 5.094858886170745144e-03 1.733839268496843375e-02 2.742581641396820650e-03 2.424375666332648227e-03
6.743856430053710938e+00 5.170714207415905497e-03 1.919483911694648548e-02 2.712306753030177889e-02 8.221204773118937978e-03
6.749876022338867188e+00 5.229395088831015857e-03 1.490399801004681918e-02 2.053669901204101950e-03 1.884074571920705578e-03
6.755895137786865234e+00 5.008568167563500102e-03 1.778730637134324014e-02 2.940763276228936310e-03 2.913405241056367563e-03
6.761914253234863281e+00 3.668652678496205945e-03 1.383476384280589618e-02 3.213427619742279234e-03 2.569658665338575305e-03
6.767933845520019531e+00 4.986378112555496685e-03 1.828736308907069619e-02 8.785260352626609801e-03 6.005052743258596469e-03
6.773953437805175781e+00 4.995142430066009005e-03 1.808839412746413369e-02 2.694297529851002061e-03 2.746956499377168574e-03
6.779972553253173828e+00 4.643732955943872913e-03 1.669259146932313212e-02 1.096666587094963057e-02 4.796881934261847807e-03
6.785991668701171875e+00 4.735453140126908052e-03 1.629396690911856863e-02 2.382012619657735905e-03 2.281810592363176307e-03
6.792011260986328125e+00 3.493276973063506093e-03 1.249545088508792652e-02 1.972227613853848316e-02 6.057976371197169863e-03
6.798030853271484375e+00 3.598856051959227823e-03 1.233441182343497818e-02 2.016405180034808002e-03 1.930088730617231805e-03
6.804049968719482422e+00 3.765064019259354352e-03 1.305435731512284182e-02 1.031643551095661436e-02 4.116249167591988674e-03
6.810069084167480469e+00 3.286836520259516902e-03 1.144435546904729734e-02 1.910154188602638994e-03 1.976756407359833018e-03
6.816088676452636719e+00 3.325637117732965515e-03 1.356424686627546138e-02 1.351422532325986456e-02 4.997075194700033134e-03
6.822108268737792969e+00 3.685884945785820703e-03 1.364892660965422340e-02 1.177384693777563940e-02 5.100602048365964099e-03
6.828127384185791016e+00 4.200844963177421953e-03 1.392589928863211153e-02 2.556923561396412872e-03 2.891288171969967451e-03
6.834146499633789062e+00 3.901412452310822412e-03 1.401869636100482042e-02 5.489188845343941428e-03 2.970348269057656188e-03
6.840166091918945312e+00 3.085864665345714949e-03 1.164626560348568964e-02 2.155610042022898260e-03 2.153413350664687247e-03
6.846185684204101562e+00 2.832969184311097052e-03 1.049190658344612177e-02 2.419292196264844191e-03 2.212764156229504470e-03
6.852204799652099609e+00 2.628406603970939465e-03 1.130262810840127786e-02 2.596171554953989255e-02 8.043740224571384670e-03
6.858223915100097656e+00 2.090297655440920797e-03 8.832920525878902238e-03 6.400016751219063209e-03 4.411627536786486350e-03
6.864243507385253906e+00 2.779258619289207751e-03 1.048040505115388835e-02 3.470669555504369511e-03 2.592542485577273900e-03
6.870263099670410156e+00 2.853363520117928147e-03 9.207530530471694577e-03 1.310709791755897569e-03 1.253655624125833050e-03
6.876282215118408203e+00 2.543946153825504038e-03 8.753233181339699354e-03 1.532759589384939149e-03 1.380629189722351298e-03
6.882301330566406250e+00 2.951774985436385161e-03 9.552938269240590294e-03 1.583232384652344870e-03 1.564127398238888056e-03
6.888320922851562500e+00 3.009366033146921703e-03 9.913873129387542477e-03 1.826978238333034450e-03 1.481959612422625991e-03
6.894340515136718750e+00 2.192002842596863128e-03 8.481716747091937181e-03 1.907830583730275517e-02 5.484323034595230476e-03
6.900359630584716797e+00 2.256099053443238241e-03 8.207255662139747651e-03 7.687925639592362546e-03 3.627382945421040675e-03
6.906378746032714844e+00 2.588785267935457372e-03 8.225482305721572296e-03 4.160612628954465930e-03 2.528251370195694868e-03
6.912398338317871094e+00 2.100648680513775204e-03 7.937654305221942055e-03 3.495490966302458591e-03 2.456890394053014813e-03
6.918417930603027344e+00 1.888887812062601959e-03 7.170485882268402313e-03 1.613444103907805873e-03 1.410424462933741437e-03
6.924437046051025391e+00 1.837084375541316690e-03 6.661044283714121286e-03 7.869608302549494297e-03 2.432224949293618297e-03
6.930456161499023438e+00 2.710191675674335308e-03 8.410401548868346247e-03 1.794969657341737457e-03 1.265409869481861184e-03
6.936475753784179688e+00 1.994780140688083396e-03 6.985428191293674600e-03 2.222350061209041848e-03 2.181732534910729888e-03
6.942495346069335938e+00 1.900635097814316020e-03 6.233533587895097490e-03 8.884135206889309973e-04 7.950528038555400518e-04
6.948514461517333984e+00 2.632703285673632446e-03 8.791922377973644329e-03 2.381170532541319364e-03 1.618852841038124829e-03
6.954533576965332031e+00 1.772689554136537473e-03 6.142781938599139319e-03 2.097066959678534417e-03 1.142880642720169168e-03
6.960553169250488281e+00 1.413221986679089222e-03 5.103693330816366780e-03 1.367423710852072767e-02 5.108322371104989830e-03
6.966572761535644531e+00 1.770653197406934620e-03 5.814169067336622497e-03 9.744425382884143363e-04 8.927191171236093566e-04
6.972591876983642578e+00 2.169741941498425000e-03 6.682739318430165956e-03 2.834630177648261428e-03 1.340948505768237847e-03
6.978610992431640625e+00 1.583278394761073902e-03 6.104770104628603339e-03 1.598872740539773393e-02 5.780719074645343861e-03
6.984630584716796875e+00 1.779010144738388515e-03 5.948646630696228892e-03 3.543212752638481063e-03 1.928708270227474410e-03
6.990650177001953125e+00 1.791197492604106175e-03 5.875096708201597850e-03 1.356338048567215342e-02 2.904513926148885941e-03
6.996669292449951172e+00 1.215658065853897742e-03 4.481179037638903344e-03 1.149171193366554412e-02 3.320402931069191439e-03
